index,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword,created_day,sentiment,sentiment_Hany,sentiment_Jess,sentiment_Messy
203,Sat Jul 15 12:16:54 +0000 2023,0,min @Transsemarang kalo hari minggu koridor 5 ngelewatin sma 1 gak ya?,1680189695362494465,in,kwangya,0,1,0,echanitsme,Transsemarang,Sat,Neutral,1,1,1
204,Fri Jul 14 08:59:22 +0000 2023,0,Semoga istiqomah ngebis pke transportasi publik @Transsemarang satu hal yg utama biar bs tidur https://t.co/ehS2Mnbf9t,1679777596471656449,in,semarang,0,0,1,akhriyadisofian,Transsemarang,Fri,Neutral,1,1,1
205,Thu Jul 13 02:10:21 +0000 2023,0,min dari terminal sisemut ke the park bisa ga ya?? gmn rutenya?? @Transsemarang thx sblmnya,1679312275545686016,in,,0,1,0,egktauwT___T,Transsemarang,Thu,Neutral,1,1,1
206,Wed Jul 12 16:16:05 +0000 2023,0,Min mau tanya lagi @Transsemarang ini klo dari mangkang kesini transit dlu tidak? ini daerah ngaliyan https://t.co/eUsvyGwkbO,1679162726353080320,in,,0,1,0,thelifeof_saa,Transsemarang,Wed,Neutral,1,1,1
207,Mon Jul 10 02:37:40 +0000 2023,0,Kalo naik @Transsemarang biasanya drivernya stay tune RDI Semarang,1678231985502945280,in,"Pati, Indonesia",0,0,1,pambudiPati,Transsemarang,Mon,Neutral,1,1,1
208,Sun Jul 09 08:11:19 +0000 2023,0,Hal seperti ini sebenarnya bisa saja diterapkan di salah satu Mall di Kota Semarang Bukan bukan Tentrem. Kayaknya emang kelewat mahal + sepi jadi ya sepi It's DP Mall. Bisa ndak sih disitu kasih halte? Kesambung sama DP Mall enak lagi nanti @Transsemarang @Dishubkotasmg,1677953563904049152,in,Semarang City - ID,1,1,0,FarhanSyafiqF,Transsemarang,Sun,Negative,0,0,0
209,Sat Jul 08 06:45:30 +0000 2023,1,Kembali jadi anak transportasi umum. Untung ada @Transsemarang,1677569583073611776,in,Semarang - Cilacap,0,0,0,hidayahmuslih,Transsemarang,Sat,Positive,2,2,2
210,Thu Jul 06 02:48:13 +0000 2023,0,Min @Transsemarang alternatif lain dr ungaran ke simpanglima selain transit kagok ada g min ? Nunggu yg ke arah simpanglima lama bgt tiap hari. Bisa setengah jam sendiri lho.,1676785089295024130,in,Indonesia,0,1,0,lilaazka,Transsemarang,Thu,Positive,0,0,0
211,Thu Jul 06 01:15:32 +0000 2023,0,Min ijin ngasih masukan juga @Transsemarang juga yg arah ungaran terutama waktu jam pulang sore mohon diperbanyak juga armadanya. Soalny itu padet bgt. Dan ke arah ungaran itu kan jalannya naik naik ya.,1676761764858593280,in,Indonesia,0,1,0,lilaazka,Transsemarang,Thu,Positive,0,0,0
212,Thu Jul 06 00:16:23 +0000 2023,0,kalau dari halte tanah putih mau ke undip pleburan rutenya gimana min @Transsemarang,1676746879663742976,in,𓍼𝓐𝓈𝓎𝒶𓂅,0,1,0,filmorette,Transsemarang,Thu,Neutral,1,1,1
213,Wed Jul 05 02:32:54 +0000 2023,0,kalau dari halte tanah putih mau ke undip tembalang rute nya gimana min @Transsemarang,1676418847178657792,in,𓍼𝓐𝓈𝓎𝒶𓂅,0,1,0,filmorette,Transsemarang,Wed,Neutral,1,1,1
214,Tue Jul 04 11:09:40 +0000 2023,2,min @Transsemarang kalau mau turun di jalan Telaga Bodas Karangrejo Gajahmungkur turun di halte mana ya?,1676186508099977216,in,"Semarang, Jawa Tengah",0,3,0,sepertiterang,Transsemarang,Tue,Neutral,1,1,1
215,Sat Jul 01 03:44:16 +0000 2023,0,Min mau tanya halte simpang lima dibuka lagi jam berapa yaa? @Transsemarang,1674987255587553280,in,,0,1,0,inimoofi,Transsemarang,Sat,Neutral,1,1,1
216,Fri Jun 30 18:35:54 +0000 2023,1,Bangga dengan Semarang kota kecil yg wilayahnya sebagian besar perbukitan ( naik turun jalanya). Kota tepi laut pula. Dan lagi bersyukur @PemkotSemarang memfasilitasi saya dengan @Transsemarang bayar 4rb bisa sampai mana-mana.,1674849255125839873,in,Semarang,0,0,0,IamMissYusuf,Transsemarang,Fri,Positive,2,2,2
217,Thu Jun 29 15:53:39 +0000 2023,0,Seneng bgt sama perkembangannya @Transsemarang Ngerasain naik TS dr jaman cm ada koridor 1 sampe skrg bs keliling Smg &amp; sekitarnya. Ngerasain bgt model halte dr jadul smpe ada AC nya (walo gak kerasa ) Ngerasain punya kartu TS jg sebelum bayar pake e-wallet,1674446036583198720,in,,0,0,0,ceritaVin,Transsemarang,Thu,Positive,2,2,2
218,Wed Jun 28 22:27:41 +0000 2023,0,PR @Transsemarang itu selain ngebul ya ACnya. Ayo di servis neh evaporatore,1674182811073273857,in,,0,0,0,Fasyanow,Transsemarang,Wed,Neutral,0,0,0
219,Thu May 25 06:03:15 +0000 2023,0,Btw kapan halte sekitar undip diganti menyesuaikan koridor 6 yg sudah pintu rendah @Transsemarang ?,1661613882648182785,in,,0,1,0,Hoshiides,Transsemarang,Thu,Neutral,0,0,1
220,Wed May 24 14:42:01 +0000 2023,0,halo min @Transsemarang kalo mau ke citraland dari unnes naik brt koridor berapa aja ya?,1661382047712026628,in,,0,1,0,anywmars,Transsemarang,Wed,Neutral,1,1,1
221,Tue May 23 09:20:44 +0000 2023,0,klo mau turun di halte bangkong/sedes dari balaikota naik bis apa min @Transsemarang?,1660938804365258752,in,,0,1,0,grcorgrace,Transsemarang,Tue,Neutral,1,1,1
222,Tue May 23 04:59:48 +0000 2023,0,rute elisabeth via telkom apa hari ini tidak ada bis yang beroperasi? di aplikasi tidak ada bis terdekat dan saya sudah menungg lama @Transsemarang,1660873140174741510,in,,1,1,0,syaneendita,Transsemarang,Tue,Neutral,0,0,0
223,Tue May 23 02:23:38 +0000 2023,0,kalau mau ke bluesky naiknya koridor apa min? @Transsemarang https://t.co/HgzMpVrG8X,1660833837767884801,in,,0,1,0,anelieor,Transsemarang,Tue,Neutral,1,1,1
224,Mon May 22 09:03:20 +0000 2023,0,min aplikasi lagi eror yaa? @Transsemarang,1660572037197500418,in,,0,1,0,grcorgrace,Transsemarang,Mon,Negative,0,0,0
225,Sat May 20 04:46:03 +0000 2023,4,Spot favorit Alya kalo naik @Transsemarang .duduk paling depan di kursi yang agak tinggi. https://t.co/UuOXa8qsPZ,1659782516914675713,in,"Gresik, Indonesia",0,1,0,pramudyaarif90,Transsemarang,Sat,Neutral,1,1,1
226,Fri May 19 10:22:47 +0000 2023,0,Setuju. Tolong dipertimbangkan @Transsemarang,1659504869638807553,in,,0,0,0,notsoyancy,Transsemarang,Fri,Neutral,0,0,1
227,Thu May 18 22:41:27 +0000 2023,0,Aplikasi @Transsemarang error ya? Gak bs lihat rute dan bus/feedernya,1659328371782987776,in,"Central Java, Indonesia",0,1,0,ChristianBudiC,Transsemarang,Thu,Negative,0,0,0
228,Thu May 18 02:39:44 +0000 2023,0,Halo min @Transsemarang rute dari timoho ke transmart setiabudi gimana ya? Makasih,1659025950158524421,in,,0,1,0,jeonmwonwoo,Transsemarang,Thu,Neutral,1,1,1
229,Wed May 17 01:17:22 +0000 2023,0,Min @Transsemarang kalo dr terminal mangkang mau ke museum kota lama rute nya gimana ya?,1658642836005470215,in,Kendal,0,1,0,novita_siswo,Transsemarang,Wed,Negative,1,1,1
230,Sat May 13 09:27:38 +0000 2023,0,brt koridor 1 penggaron-mangkang beroperasi sampai jam berapa ya? @Transsemarang,1657316660615991301,in,,0,2,0,nochuwaifeu,Transsemarang,Sat,Neutral,1,1,1
231,Sat May 13 05:09:48 +0000 2023,0,Hai min @Transsemarang kalo mau naik brt dari halte pasar bandarjo ke arah stasiun tawang apa benar naik brt koridor 2? Terima kasih,1657251778277277696,in,,0,1,0,quiteorks,Transsemarang,Sat,Neutral,1,1,1
232,Fri May 12 00:23:06 +0000 2023,0,min @Transsemarang kalo saya dr halte terminal mangkang mau ke daerah smp n 4 semarang rute nya gimana ya?,1656817239570644992,in,Kendal,0,1,0,novita_siswo,Transsemarang,Fri,Neutral,1,1,1
233,Thu May 11 10:03:22 +0000 2023,0,min @Transsemarang kalo mau ke tsm setiabudi dari s5 rutenya gimana ya? sama rute baliknya juga. terima kasih,1656600878412099587,in,kwangya,0,2,0,echanitsme,Transsemarang,Thu,Neutral,1,1,1
234,Wed May 10 23:24:45 +0000 2023,0,tutorial naik BRT dari undip ke udinus gimana ya @Transsemarang,1656440166272344064,in,,0,1,0,gutlyfe,Transsemarang,Wed,Neutral,1,1,1
235,Wed May 10 02:55:36 +0000 2023,0,Pagi kak kalo dari undip pleburan ke undip Tembalang rutenya bagaimana ya kak? @Transsemarang,1656130842018869248,in,,0,1,0,yourfutyuree,Transsemarang,Wed,Neutral,1,1,1
236,Wed May 10 02:31:14 +0000 2023,0,min @Transsemarang kalo transit dari kagok terus naik feeder arah undip turun di halte mana ya yg terdekat dgn Fakultas Peternakan &amp; Pertanian? terimakasiii,1656124709904449542,in,non labeled,0,1,0,desembrer,Transsemarang,Wed,Neutral,1,1,1
237,Wed May 10 01:20:04 +0000 2023,0,Pagi kak untuk pergi ke stasiun tawang menuju ke pleburan kira2 rutenya bagaimana ya kak? @Transsemarang,1656106799765028864,in,,0,1,0,yourfutyuree,Transsemarang,Wed,Neutral,1,1,1
238,Sat Apr 22 23:52:15 +0000 2023,0,min dari terminal banyumanik ke CL transitnya dimana ya? @Transsemarang,1649924106362703872,in,hellevator,0,1,0,northlevanter,Transsemarang,Sat,Neutral,1,1,1
239,Wed Apr 19 04:18:33 +0000 2023,0,min naik dari halte gerbang unnes hari ini bisa ga ya? ke simpang lima plaza? sama minta rutenya dong min @Transsemarang,1648541571552362497,in,,0,2,0,lewviousa,Transsemarang,Wed,Neutral,1,1,1
240,Mon Apr 17 00:02:17 +0000 2023,4,Nah ini di @Transsemarang aja display-nya udah statis kenapa di @PT_Transjakarta masih rolling ya?,1647752301824835585,in,"Jakarta, Indonesia",0,0,1,qronoz,Transsemarang,Mon,Neutral,1,1,1
241,Sun Apr 16 10:34:21 +0000 2023,43,Ujicoba penarikan papan penunjuk arah fisik pada 5 unit bus @Transsemarang Kor. 4 dengan nomor IV-005 IV-010 IV-013 IV-017 dan IV-021. Sebagai pengganti LED display depan diset untuk menunjukan arah bus secara statis untuk meningkatkan visibilitas pnp dan petugas di halte. https://t.co/QExALQaHXb,1647548981654999040,in,"Kota Semarang, Kab. Banyumas",4,2,9,TransportforSMG,Transsemarang,Sun,Neutral,1,1,1
242,Sat Apr 15 21:32:56 +0000 2023,0,Yok bisa yok @Transsemarang mulai ngadain lajur khusus bus minimal di daerah segitiga emas Semarang. Jangan salah lho jalanan dah mulai macet bus juga rajin nempel,1647352331841974273,in,"Semarang, Jawa Tengah",0,0,0,kertanegara_133,Transsemarang,Sat,Positive,0,0,0
243,Mon Apr 10 23:42:50 +0000 2023,1,td pagi ak disuruh ngisi kuisioner sm mas² brt trs ak blg mas blh request halte brt depan Poltekkes tembalang ga? trs kata mas nya blh itu nnti bisa diajuin wkwkwkw semoga yh tolong kabulin @Transsemarang sy cape jln kaki dr kampus ke kecamatan,1645573081090625537,in,,0,2,0,thecutenessppl,Transsemarang,Mon,Neutral,0,0,0
244,Sat Apr 08 10:28:35 +0000 2023,30,yang saya banggakan sebagai pengguna sesekali @Transsemarang aplikasinya mantap.bisa tracking aktual posisi bus ada di mana.Trans Jakarta aja blm bisa begini.wkwk https://t.co/e8Qf1vwkOS,1644648427236753408,in,"Gresik, Indonesia",2,5,11,pramudyaarif90,Transsemarang,Sat,Positive,2,2,2
245,Wed Apr 05 10:32:57 +0000 2023,3,w barusan pulang ngampus naik brt @Transsemarang trs pas mau beli tiket ternyata dompet w ketinggalan di R.demhim. panik dong w sdgkn tu bisnya dh mw nyampe trs mas nya bilang ini mba tiketnya saya beliin. gpp plg cm seribu doang kok yg penting mba nya bisa pulang ke rmh,1643562361608097792,in,,0,1,0,thecutenessppl,Transsemarang,Wed,Negative,2,2,1
246,Tue Apr 04 09:46:57 +0000 2023,0,Minbus @Transsemarang mau bertanya Sekarang LinkAja ga bisa dipake buat pembayaran tiket ya?,1643188397501206529,in,Nusantara,1,2,0,aswidhafm,Transsemarang,Tue,Neutral,1,1,1
247,Sun Apr 02 05:12:43 +0000 2023,1,Feeder @Transsemarang yg baru cakep bener dah Anw request donk. Armada juga diperbarui soalnya aku PP Genuk-UNNES sering liat dan ngalamin Armada yg trouble(?) dan kurang nyaman huft... https://t.co/d1vnkqwy3y,1642394606741626881,in,Heaven,0,0,0,Arsonist_Hope,Transsemarang,Sun,Positive,2,2,2
248,Sun Apr 02 04:12:27 +0000 2023,2,Nder jujur aku pengen banget lho kayak kamu. Disini layanan bus paling malem cuma jam 19.30. Artinya bisa aja saya berangkat bukber pake bus tapi pulang bukbernya harus pesen ojol/dijemput. Kan ga mungkin bukber selesainya jam 19.00 mesti haha hihi dulu . @Transsemarang,1642379441258270723,in,"Semarang, Jawa Tengah",0,1,0,kertanegara_133,Transsemarang,Sun,Negative,0,1,0
249,Sun Apr 02 01:52:58 +0000 2023,0,Haloo min @Transsemarang kalo dari mangkang mau ke mall the park shelter terdekat apa ya? Dan transitnya dimana? Thx u.,1642344339572670465,in,she/her 24y.o,0,1,0,etherealxblue,Transsemarang,Sun,Neutral,1,1,1
250,Sat Apr 01 10:09:13 +0000 2023,7,jika anda malas bepergian menggunakan motor saya sarankan naik fedeer / brt ‍️‍️ @Transsemarang https://t.co/KFviwIrfVz,1642106836999618561,in,,1,1,2,xenannda,Transsemarang,Sat,Neutral,2,2,1
251,Thu Mar 30 06:42:48 +0000 2023,3,Siang @Transsemarang ijin bertanya kalau mau naik BRT dari Jl. Setiabudi halte samping hotel Plaza tujuannya mau ke arah UPTOWN MALL BSBcity. Apakah ada rutenya? Terimakasih,1641330114473652224,in,Semarang,0,1,0,SenoJodi,Transsemarang,Thu,Neutral,1,1,1
252,Wed Mar 29 07:16:24 +0000 2023,0,Halo min @Transsemarang koridor 6 tujuan unnes dari RSND jam 17.30 ada bus yang beroperasi tidak ya?,1640976184145215488,in,,0,1,0,frreeysia,Transsemarang,Wed,Neutral,1,1,1
253,Tue Mar 28 21:48:02 +0000 2023,2,Halo min @Transsemarang info rute arah BAWEN dari simpang lima,1640833148090200065,in,"Semarang, Jawa Tengah",0,1,1,Di_Rajasa,Transsemarang,Tue,Neutral,1,1,1
254,Sun Mar 26 23:01:41 +0000 2023,0,Permisi min @Transsemarang info rute dari superindo gajahmungkur ke ramai swalayan kembangarum,1640126908179554304,in,,0,1,0,Zuurietto,Transsemarang,Sun,Neutral,1,1,1
255,Sun Mar 26 07:44:18 +0000 2023,0,Min @Transsemarang halte balaikota sudah beroprasi seperti biasa kan? Soalnya kapan hari gabisa turun halte balaikota,1639896040752185345,in,,0,1,0,inimoofi,Transsemarang,Sun,Neutral,1,1,1
256,Sat Mar 25 02:44:56 +0000 2023,0,minnn kalau dari klipang naik feeder terus turun RS naik bus yang PRPP bayar lagi atau engga???? @Transsemarang,1639458313623719936,in,,0,1,0,OOOOO2AM,Transsemarang,Sat,Neutral,1,1,1
257,Thu Mar 23 20:50:05 +0000 2023,0,selamat pagii min @Transsemarang. mau tanya dari unnes ke genuk rutenya gimana yaa? terimakasiiii,1639006625326411776,in,,0,1,0,piwcious,Transsemarang,Thu,Neutral,1,1,1
258,Wed Mar 08 07:09:36 +0000 2023,0,Om admin @Transsemarang mohon informasi shelter transit K7 dengan F2B. terima kasih,1633364324470366208,in,,0,1,0,achiles388,Transsemarang,Wed,Neutral,1,1,1
259,Tue Mar 07 02:37:54 +0000 2023,0,Min @Transsemarang mau tanya. Bus terakhir koridor IV ke arah Cangkiran jam berapa ya?. Saya rencana naik dari halte Goori RS Permata Medika Ngaliyan ke Terminal Cangkiran. Thanks.,1632933564902948864,in,Indonesia,0,1,0,Asalia_Li,Transsemarang,Tue,Neutral,1,1,1
260,Mon Mar 06 07:26:06 +0000 2023,0,min kenapa lokasi bis di app trans semarang ga kedeteksi semua ya? @Transsemarang,1632643702207422464,in,do not follow w/o consent.,0,1,0,ex4ms,Transsemarang,Mon,Negative,0,0,0
261,Sat Mar 04 10:57:33 +0000 2023,0,Om admin @Transsemarang mohon informasi apakah ada halte transit di jl. Tentara pelajar dr kor. 5 ke feeder 2A. Trims,1631972142173790208,in,,0,1,0,achiles388,Transsemarang,Sat,Neutral,1,1,1
262,Sat Mar 04 10:35:24 +0000 2023,0,Admin @Transsemarang kalo mau ke tri lomba juang dari halte udinus lewat koridor berapa ya? Makasii,1631966567759228930,in,"Seoul, Republic of Korea",0,1,0,mdanseu,Transsemarang,Sat,Neutral,1,1,1
263,Fri Mar 03 02:25:32 +0000 2023,0,Pagi min @Transsemarang Mau ke Favehotel Diponegoro Semarang dari Mangkang naik koridor mana aja ya dan transit di halte yang mana aja? Makasih mint,1631480899610222593,in,"Cilacap, Jawa Tengah",0,1,0,khafidz_02,Transsemarang,Fri,Neutral,1,1,1
264,Wed Mar 01 13:00:59 +0000 2023,0,Min @Transsemarang rute dari RSI ke stadion jatidiri naik koridor berapa aja terima kasih,1630916041445605376,in,negeri entah brantah,0,2,0,misroppadit,Transsemarang,Wed,Neutral,1,1,1
265,Sun Feb 26 04:01:21 +0000 2023,0,min @Transsemarang mau nanya rute dari terminal mangkang ke unnes dong. makasih min,1629693072006340609,in,,0,1,0,aliasshevrya,Transsemarang,Sun,Neutral,1,1,1
266,Sat Feb 25 02:04:14 +0000 2023,0,pagi min @Transsemarang mau tanya dong kalo dari perumahan kini jaya mau ke terminal sukun pake brt bisa ngga ya?,1629301211685076992,in,,0,0,0,hearttoruto,Transsemarang,Sat,Neutral,1,1,1
267,Thu Feb 23 02:43:45 +0000 2023,0,halo min @Transsemarang bus dari penggaron ke arah mangkang sampai jam berapa ya?,1628586380132773888,in,18' entp/esfp,0,1,0,mostuday,Transsemarang,Thu,Neutral,1,1,1
268,Tue Feb 21 10:45:09 +0000 2023,0,Min lapor dong ada botol minum tertinggal di halte marina mohon bisa diamankan sementara barangkali yg punya nyariin @Transsemarang https://t.co/SnRBPOUpAb,1627982752451792896,in,Nebula M78,0,1,0,satmahen,Transsemarang,Tue,Neutral,1,1,1
269,Sat Feb 18 22:38:18 +0000 2023,0,Dear min @Transsemarang kalau dari Stasiun Tawang mau ke Pemuda naik koridor berapa ya?,1627075060342353925,in,"Kota Surabaya, Jawa Timur",0,1,0,sn6eq_satria,Transsemarang,Sat,Neutral,1,1,1
270,Fri Feb 17 03:34:01 +0000 2023,0,Min @Transsemarang kalau dari halte RSI mau ke DP Mall naik koridor berapa aja?,1626424704033787906,in,negeri entah brantah,0,1,0,misroppadit,Transsemarang,Fri,Negative,1,1,1
271,Thu Feb 16 10:33:14 +0000 2023,1,Sore ini kenapa tiba2 @Transsemarang Koridor 3A no.lambung 007 menolak tanpa alasan ya? cuman berenti buka pintu ngga nurunin siapa2 mas ticketinynya juga ngomong nanti ya mas padahal bis nya posisi ngga terlalu penuh orang berdiri juga gaada 10 total,1626167814141923330,in,Indonesia,0,1,0,ookakekk,Transsemarang,Thu,Negative,0,0,0
272,Thu Feb 16 06:39:45 +0000 2023,1,Min @Transsemarang tolong dong pegangan tangan di bus trayek Unnes-Undip diturunin dikit. Mosok pegangannya setinggi harapan orang tua padaku alias gabisa aku raih. Plus kalau bisa peremajaan armada. Panas Min ACnya dah ga dingin lagi,1626109058423091201,in,Semarang,0,1,0,auliyaans,Transsemarang,Thu,Negative,0,0,0
273,Thu Feb 16 01:45:49 +0000 2023,0,admin @Transsemarang kalo dr halte rsi mau ke prpp maerakaca gmn ya?,1626035088256544768,in,"Central Java, Indonesia",0,2,0,luvicecreamy,Transsemarang,Thu,Neutral,1,1,1
274,Mon Feb 13 11:55:03 +0000 2023,0,malem min @Transsemarang mau tanya dong kalo dari st poncol mau ke perumahan kini jaya gimana ya?,1625101241729814528,in,,0,1,0,hearttoruto,Transsemarang,Mon,Negative,1,1,1
275,Mon Feb 13 07:14:49 +0000 2023,0,min feeder dari ADA Majapahit ke kini jaya ada kan??? @Transsemarang,1625030718639460354,in,,0,1,0,OOOOO2AM,Transsemarang,Mon,Neutral,1,1,1
276,Mon Feb 13 03:00:26 +0000 2023,0,Hai admin mau bertanya apa bisa semua kartu tap cash BΠI digunakan untuk naik brt? Atau harus tap cash BΠI yang semarang hebat? @Transsemarang,1624966699081674754,in,🇮🇩,0,1,0,pixxiechany,Transsemarang,Mon,Positive,1,1,1
277,Sun Feb 12 10:37:19 +0000 2023,0,Busmin @Transsemarang kok ga ada informasi apapun di bawah kolom Informasi ini ya? Kalo ga salah sebelumnya ada tweet nya mimin. Kok sekarang udah kayak kosongan gini https://t.co/9UaksPc6wL,1624719289101209601,in,Nusantara,0,0,0,aswidhafm,Transsemarang,Sun,Negative,0,0,0
278,Sat Feb 11 02:50:14 +0000 2023,0,Info dong kaligawe - genuk banjir tidak kak? @Dishubkotasmg @Transsemarang apa bisa dilalui motor / mobil kecil?,1624239356902019072,in,semarang,0,1,0,rasyarini,Transsemarang,Sat,Neutral,1,1,1
279,Wed Feb 08 13:53:45 +0000 2023,0,min @Transsemarang kalo dari unnes mau ke gramedia gimana ya? maaf ya min nanya terus makasih,1623319173500928000,in,,0,2,0,aliasshevrya,Transsemarang,Wed,Neutral,1,1,1
280,Tue Feb 07 02:07:55 +0000 2023,0,Kalo mau ke Superindo Kedungmundu dari unnes naik apa min? @Transsemarang,1622779157649457152,in,,0,1,0,hyaayuuk,Transsemarang,Tue,Neutral,1,1,1
281,Mon Feb 06 09:27:40 +0000 2023,1,min @Transsemarang untuk rute dari unnes ke paragon gimana ya? Terima kasih,1622527433919578112,in,,0,1,0,aliasshevrya,Transsemarang,Mon,Neutral,1,1,1
282,Sat Feb 04 01:58:30 +0000 2023,1,Pagi ini saya mengajak anak saya ke #PRPP Semarang menggunakan moda transportasi @Transsemarang relasi meteseh-prpp untuk kedua kalinya dapat bus yang ac nya tidak berfungsi dan kurang menjaga kebersihan ijin ibu @sapambakita mohon dievaluasi kembali. https://t.co/YZAV9RwKHU,1621689623750774786,in,"Jakarta Timur, DKI Jakarta",0,2,0,89Anjas,Transsemarang,Sat,Neutral,0,0,0
283,Wed Feb 01 07:17:09 +0000 2023,1,Min @Transsemarang hari ini beroprasi ga si?,1620682652176224258,in,,0,1,0,sylvermixst,Transsemarang,Wed,Neutral,1,1,1
284,Tue Jan 31 08:30:18 +0000 2023,0,brt klo sore emg agak lama yh mint? @Transsemarang,1620338673484201986,in,,0,2,0,esaraea,Transsemarang,Tue,Negative,1,1,0
285,Sun Jan 29 09:06:12 +0000 2023,0,sore kak kalo dari stasiun poncol mau ke unnes transit nya dimana aja ya? @Transsemarang,1619622931331702788,in,,0,1,0,anywmars,Transsemarang,Sun,Neutral,1,1,1
286,Sun Jan 29 01:13:17 +0000 2023,4,untung armada feeder 3 banyak jadi ga lama nunggu. Yeaay @Transsemarang https://t.co/n8TW8Y6UVP,1619503919419494400,in,Indonesia,0,0,0,bluepen,Transsemarang,Sun,Positive,1,1,2
287,Sat Jan 28 15:09:41 +0000 2023,0,Hai busmin @Transsemarang mau tanya dong Untuk koridor malam hanya arah mangkang - simpang lima kah yg udah buka? Belum buka rute malem lainnya ya? Terimakasih untuk jawabannya,1619352016115073031,in,Nusantara,0,1,0,aswidhafm,Transsemarang,Sat,Neutral,1,1,1
288,Fri Jan 27 09:22:11 +0000 2023,0,Halo admin @Transsemarang kalo naik dari halte terminal Terboyo ke Elisabeth terakhir jam berapa ya hari ini?,1618902178969845760,in,"Kota Semarang, Jawa Tengah",0,1,0,Osakaasahi,Transsemarang,Fri,Neutral,1,1,1
289,Fri Jan 27 05:10:19 +0000 2023,0,min mau tanya rute brt dari unnes ke java mall gimana yaa? @Transsemarang,1618838793246896128,in,,0,0,0,anthonyypray,Transsemarang,Fri,Neutral,1,1,1
290,Thu Jan 26 22:20:43 +0000 2023,0,min mau nanya ada nggak feeder yang boleh berhenti di halte pasar gayamsari??? @Transsemarang,1618735715764011008,in,,0,1,0,OOOOO2AM,Transsemarang,Thu,Neutral,1,1,1
291,Mon Jan 09 16:33:24 +0000 2023,0,Belakangan aplikasinya sering tiba-tiba crash terutama kalau pas cari rute Tapi bener apps @Transsemarang ini ngebantu bangettt...,1612487716624830465,in,limbo,0,0,0,jemzamanda,Transsemarang,Mon,Negative,2,2,0
292,Mon Jan 09 13:23:37 +0000 2023,1976,Saya baru sadar aplikasi @Transsemarang mengesankan. Peta armada terkini Informasi dasar armada Lokasi detil halte Kota-kota lain di Indonesia perlu meniru hal ini termasuk Jakarta Bandung dan Surabaya. Ini tersedia di App Store &amp; Play Store. Bravo Semarang! https://t.co/aVuhGqrD1P,1612439956194226177,in,Jakarta Capital Region,158,98,487,insanridho,Transsemarang,Mon,Positive,2,2,2
293,Sun Jan 08 10:29:12 +0000 2023,0,kurang lebih mirip2 lah sama Semarang. cuma kalo Semarang bisanya sering rusak (ngga semua bis jalur tertentu). mungkin kedepannya bisnya sering2 di service @Transsemarang,1612033673410535424,in,the north remembers,0,0,0,panggiljoaja,Transsemarang,Sun,Positive,0,0,0
294,Sat Jan 07 03:45:41 +0000 2023,1,Selamat siang admin @Transsemarang mohon untuk di adakan halte depan universitas terbuka ya min :) mau naik brt jauh bgt haltenya,1611569736202215424,in,"Semarang, Jawa Tengah",0,1,0,mbaksagitarius,Transsemarang,Sat,Neutral,0,0,1
295,Fri Jan 06 22:37:20 +0000 2023,0,min klo mau ke stasiun tawang dari kaligawe rutenya ada ga min? @Transsemarang,1611492139707564033,in,,0,1,0,xyz12__,Transsemarang,Fri,Neutral,1,1,1
296,Fri Jan 06 22:36:03 +0000 2023,0,Min kalau mau ke Alun Alun Pasar Johar turun mana ya? @Transsemarang,1611491817060728833,in,Semarang,0,1,0,auliyaans,Transsemarang,Fri,Neutral,1,1,1
297,Thu Jan 05 14:52:15 +0000 2023,6,Menjadi satu-satunya penumpang @Transsemarang layanan malam dari Stasiun Tawang - Pelabuhan sampai Simpang Lima saat akhir tahun kemarin. Semoga layanan ini ada lagi ke depannya dan diminati terutama yang baru turun dari kereta api @jalur5_ https://t.co/bpbBCNgb6h,1611012706789912577,in,Di hatimu,0,0,2,ikromzzzzzt,Transsemarang,Thu,Positive,2,2,2
298,Thu Jan 05 12:43:38 +0000 2023,114,FEEDER 3 TRANS SEMARANG MAKIN BANYAK! Gaes siapa yang suka naik @transsemarang Feeder 3 (Penggaron-Banyumanik)? Ada kabar gembira nih! Mulai bulan Januari ini Trans Semarang menambah armada Feeder 3 dari 12 unit jadi 20 unit. https://t.co/JOMQkCaHI1,1610980339488526336,in,"Kota Semarang, Kab. Banyumas",21,6,25,TransportforSMG,Transsemarang,Thu,Positive,2,2,2
299,Wed Jan 04 13:19:22 +0000 2023,0,Hi @Transsemarang @Dishubkotasmg @mbakITASMG mohon bisa dipastikan kondisi halte2 yg ada di semua jalur rutenya agar terjamin layak aman nyaman kondusif utk para pengguna krn msh terpantau banyak yg kurang @PemkotSmg @PemkotSemarang @laporhendi #semarangsetara #terusberbenah,1610626946815365122,in,Tlogosari - Mertoyudan,0,1,0,faridrdoni,Transsemarang,Wed,Neutral,0,0,0
300,Tue Jan 03 02:03:16 +0000 2023,1,Perhatian! Info rute dari @Transsemarang,1610094410204872704,in,Jl. Pemuda No.148,0,0,0,ppidkotasmg,Transsemarang,Tue,Positive,1,1,1
301,Mon Jan 02 00:58:01 +0000 2023,0,Informasi terkait pengalihan jalur Trans Semarang hari ini dari @Transsemarang,1609715601530056704,in,Jl. Pemuda No.148,0,0,0,ppidkotasmg,Transsemarang,Mon,Neutral,1,1,1
